"Race.ID","Chamber","State","Congressional.District","Year","R.D.Victory.Margin","Incumbent.Running.","Geography","District.PVI","Population.Square.Mile","Share.African.American","Share.Asian","Share.College.Educated","Share.Hispanic","Share.Non.Hispanic.White","Unopposed.D.","Unopposed.R.","Vote.Share.of.Last.D.Presidential.Candidate","Vote.Share.of.Last.R.House.Candidate"
"H2006TN03","House","TN",3,2006,0.3138,"Republican","",8,185.34,0.116279624,0.012,0.213,0.020311965,0.841706612,0,0,0.3849,0.6474
"H2006TN04","House","TN",4,2006,-0.3284,"Democrat","Extremely Rural",3,62.97,0.043943889,0.002,0.141,0.018228114,0.922632205,0,0,0.4155,0.4354
"H2006TN05","House","TN",5,2006,-0.4104,"Democrat","Extremely Urban",-6,707.21,0.255423963,0.03,0.312,0.063775636,0.65321462,0,0,0.5211,0.3073
"H2006TN06","House","TN",6,2006,-0.3576,"Democrat","",4,115.35,0.075890616,0.017,0.196,0.043336466,0.85854164,0,0,0.3992,0.3358
"H2006TN07","House","TN",7,2006,0.3422,"Republican","",12,100.47,0.132295221,0.027,0.338,0.025100656,0.791104475,0,0,0.3367,1
"H2006TN08","House","TN",8,2006,-0.4638,"Democrat","Quite Rural",0,76.51,0.238891497,0.007,0.154,0.01993927,0.743894258,0,0,0.4693,0.2563
"H2006TN09","House","TN",9,2006,-0.52,"Open Seat","Extremely Urban",-18,1972.3,0.640002966,0.02,0.234,0.045000706,0.306639032,0,0,0.6986,0.1789
"H2006TX01","House","TX",1,2006,0.3776,"Republican","Quite Rural",17,76.59,0.183458596,0.011,0.192,0.11912635,0.686211636,0,0,0.3059,0.615
"H2006TX02","House","TX",2,2006,0.3291,"Republican","Extremely Urban",12,336.48,0.213597476,0.034,0.24,0.165184066,0.550441976,0,0,0.3667,0.555
"H2006TX03","House","TX",3,2006,0.2761,"Republican","Extremely Urban",17,2461.54,0.1166991,0.124,0.431,0.207891718,0.555798485,0,0,0.3317,0.8562
"H2006TX04","House","TX",4,2006,0.3121,"Republican","Quite Rural",17,68.35,0.105285138,0.017,0.229,0.110108957,0.755344476,0,0,0.2964,0.6825
"H2006TX05","House","TX",5,2006,0.2598,"Republican","",16,120.02,0.131170705,0.019,0.2,0.175647616,0.657138176,0,0,0.3273,0.6447
"H2006TX06","House","TX",6,2006,0.2339,"Republican","Quite Urban",15,105.13,0.157629222,0.048,0.252,0.207350925,0.592329697,0,0,0.3352,0.6602
"H2006TX07","House","TX",7,2006,0.2073,"Republican","Extremely Urban",16,3297.84,0.087709174,0.092,0.496,0.233483493,0.563541446,0,0,0.3565,0.6411
"H2006TX08","House","TX",8,2006,0.3434,"Republican","Quite Rural",20,79.96,0.078503981,0.015,0.217,0.116621897,0.764569922,0,0,0.2753,0.6891
"H2006TX09","House","TX",9,2006,-1,"Democrat","Extremely Urban",-21,4234.32,0.357139885,0.101,0.215,0.406819493,0.126023583,1,0,0.6999,0.2657
"H2006TX10","House","TX",10,2006,0.1495,"Republican","Quite Urban",13,171.32,0.096580632,0.061,0.353,0.243161112,0.565903668,0,0,0.381,0.786
"H2006TX11","House","TX",11,2006,1,"Republican","Quite Urban",25,18.62,0.043153778,0.007,0.185,0.332082957,0.627250905,0,1,0.2164,0.768
"H2006TX12","House","TX",12,2006,0.3587,"Republican","Quite Urban",14,300.54,0.061393019,0.03,0.243,0.2576105,0.644972669,0,0,0.3299,0.7232
"H2006TX13","House","TX",13,2006,0.5113,"Republican","Quite Urban",18,16.21,0.057147022,0.017,0.188,0.20211482,0.713286672,0,0,0.2223,0.9231
"H2006TX14","House","TX",14,2006,0.2038,"Republican","Quite Urban",14,91.84,0.102025628,0.028,0.244,0.269564688,0.609335393,0,0,0.3282,1
"H2006TX15","House","TX",15,2006,-0.3721,"Democrat","Quite Urban",-3,60.8,0.02696389,0.012,0.147,0.726860523,0.183674836,0,0,0.4865,0.4083
"H2006TX16","House","TX",16,2006,-1,"Democrat","Extremely Urban",-9,1121.88,0.032961585,0.015,0.199,0.812776327,0.158501165,1,0,0.565,0.3108
"H2006TX17","House","TX",17,2006,-0.1783,"Democrat","",18,84.72,0.103962719,0.022,0.224,0.17973572,0.699456746,0,0,0.3014,0.4742
"H2006TX18","House","TX",18,2006,-0.5751,"Democrat","Extremely Urban",-23,2866.02,0.38240692,0.041,0.178,0.421214372,0.193148698,0,0,0.7197,0
"H2006TX19","House","TX",19,2006,0.3793,"Republican","Quite Urban",25,25.79,0.059495702,0.013,0.212,0.318420261,0.628335477,0,0,0.2253,0.5844
"H2006TX20","House","TX",20,2006,-1,"Democrat","Extremely Urban",-8,3545.84,0.070292458,0.021,0.161,0.708506823,0.217385494,1,0,0.5507,0.32
"H2006TX21","House","TX",21,2006,0.3563,"Republican","Quite Urban",13,127.01,0.043473251,0.038,0.401,0.222509533,0.634208426,0,0,0.342,0.615
"H2006TX22","House","TX",22,2006,-1,"Republican","Extremely Urban",15,670.77,0.135538727,0.124,0.352,0.239828527,0.482230063,1,0,0.3563,0.5516
"H2006TX23","House","TX",23,2006,-0.0864,"Republican","Quite Urban",4,13.45,0.022545394,0.025,0.23,0.565243363,0.30770917,0,0,0.4274,0.6926
"H2006TX24","House","TX",24,2006,0.2276,"Republican","Extremely Urban",15,1948.62,0.125969723,0.089,0.373,0.257251799,0.512983791,0,0,0.349,0.6398
"H2006TX25","House","TX",25,2006,-0.4095,"Democrat","Quite Urban",-1,106.02,0.062897734,0.023,0.324,0.731230855,0.54855254,0,0,0.5371,0.3074
"H2006TX26","House","TX",26,2006,0.2275,"Republican","Extremely Urban",12,504.36,0.140905127,0.036,0.319,0.190873325,0.631343926,0,0,0.3538,0.6575
"H2006TX27","House","TX",27,2006,-0.1784,"Democrat","Extremely Urban",1,138.05,0.024315797,0.013,0.171,0.710161448,0.2655169,0,0,0.4504,0.349
"H2006TX28","House","TX",28,2006,-1,"Democrat","Quite Urban",1,47.91,0.066204645,0.008,0.158,0.65734148,0.21499277,1,0,0.4601,0.386
"H2006TX29","House","TX",29,2006,-0.4911,"Democrat","Extremely Urban",-8,2761.92,0.100485861,0.01,0.069,0.718455195,0.156982858,0,0,0.5565,0
"H2006TX30","House","TX",30,2006,-0.6259,"Democrat","Extremely Urban",-26,2053.06,0.399331242,0.016,0.188,0.408226311,0.211326563,0,0,0.7509,0
"H2006TX31","House","TX",31,2006,0.1951,"Republican","Quite Urban",15,91.34,0.134138316,0.041,0.28,0.189849824,0.639311455,0,0,0.3345,0.6477
"H2006TX32","House","TX",32,2006,0.1515,"Republican","Extremely Urban",11,4082.06,0.089680105,0.05,0.378,0.42423439,0.477330705,0,0,0.4035,0.5432
"H2006UT01","House","UT",1,2006,0.3108,"Republican","Extremely Urban",26,35.84,0.017130721,0.022,0.288,0.12908411,0.821250018,0,0,0.2553,0.6791
"H2006UT02","House","UT",2,2006,-0.216,"Democrat","Extremely Urban",17,16.32,0.008353242,0.028,0.339,0.074720979,0.86028154,0,0,0.3223,0.4321
"H2006UT03","House","UT",3,2006,0.2574,"Republican","Extremely Urban",22,47.26,0.008619487,0.027,0.252,0.126941293,0.796716039,0,0,0.2099,0.6339
"H2006VA01","House","VA",1,2006,0.2762,"Republican","",9,170.57,0.202403396,0.031,0.313,0.051803011,0.705297332,0,0,0.3945,0.7855
"H2006VA02","House","VA",2,2006,0.0284,"Republican","Extremely Urban",6,669.6,0.237129256,0.055,0.293,0.051214211,0.655845194,0,0,0.4186,0.5508
"H2006VA03","House","VA",3,2006,-1,"Democrat","Extremely Urban",-18,575.59,0.578042865,0.023,0.207,0.030489862,0.389841641,1,0,0.6666,0.3053
"H2006VA04","House","VA",4,2006,1,"Republican","Quite Urban",5,143.35,0.335997343,0.021,0.229,0.030083381,0.59733712,0,1,0.4289,0.6446
"H2006VA05","House","VA",5,2006,0.1891,"Republican","Extremely Rural",6,72.12,0.234273463,0.016,0.219,0.020831082,0.733861176,0,0,0.4348,0.6368
"H2006VA06","House","VA",6,2006,1,"Republican","",11,113.96,0.114284337,0.014,0.246,0.026903484,0.833208948,0,1,0.3621,0.9668
"H2006VA07","House","VA",7,2006,0.2967,"Republican","Quite Urban",11,183.11,0.173497409,0.034,0.367,0.031040706,0.739763606,0,0,0.3855,0.755
"H2006VA08","House","VA",8,2006,-0.343,"Democrat","Extremely Urban",-14,5225.78,0.141000271,0.111,0.602,0.158916831,0.575674136,0,0,0.645,0.369
"H2006VA09","House","VA",9,2006,-0.3539,"Democrat","Extremely Rural",7,72.64,0.0422424,0.012,0.17,0.012491919,0.924681566,0,0,0.3978,0.3894
"H2006VA10","House","VA",10,2006,0.1629,"Republican","Quite Urban",5,346.67,0.08391054,0.119,0.485,0.106756724,0.661281736,0,0,0.4444,0.6377
"H2006VA11","House","VA",11,2006,0.1187,"Republican","Extremely Urban",1,1659.6,0.121163324,0.152,0.52,0.134865403,0.573245334,0,0,0.4968,0.6025
"H2006VT00","House","VT",0,2006,-0.0868,"Open Seat","Quite Rural",-8,65.82,0.008798558,0.008568937,0.333,0.009652982,0.951765128,0,0,0.603,0.2435
"H2006WA01","House","WA",1,2006,-0.3544,"Democrat","Extremely Urban",-7,1491.1,0.034839213,0.133,0.41,0.057987947,0.754714599,0,0,0.5698,0.3596
"H2006WA02","House","WA",2,2006,-0.2832,"Democrat","Quite Urban",-3,99.77,0.018292375,0.046,0.256,0.069685958,0.83560521,0,0,0.5196,0.3358
"H2006WA03","House","WA",3,2006,-0.2624,"Democrat","Quite Urban",0,87.14,0.02185696,0.043,0.244,0.056848567,0.860214925,0,0,0.4905,0.3807
"H2006WA04","House","WA",4,2006,0.1986,"Republican","Quite Urban",13,34.38,0.013055244,0.019,0.199,0.294463813,0.669542612,0,0,0.3598,0.6257
"H2006WA05","House","WA",5,2006,0.128,"Republican","Quite Urban",7,28.64,0.019096624,0.028,0.264,0.049051583,0.870517188,0,0,0.4176,0.5968
"H2006WA06","House","WA",6,2006,-0.412,"Democrat","Quite Urban",-6,96.57,0.071303323,0.06,0.231,0.062853724,0.771930866,0,0,0.5419,0.3101
"H2006WA07","House","WA",7,2006,-0.6368,"Democrat","Extremely Urban",-30,4634.51,0.094615608,0.146,0.516,0.072790831,0.668384146,0,0,0.8042,0.1932
"H2006WA08","House","WA",8,2006,0.0292,"Republican","Extremely Urban",-2,253.92,0.03632085,0.135,0.415,0.050524443,0.741939357,0,0,0.5135,0.515
"H2006WA09","House","WA",9,2006,-0.3144,"Democrat","Extremely Urban",-6,1077.66,0.081047967,0.104,0.233,0.088152573,0.675205121,0,0,0.5368,0.344
"H2006WI01","House","WI",1,2006,0.2536,"Republican","Quite Urban",2,399.09,0.056153506,0.016,0.251,0.073294401,0.855180745,0,0,0.4625,0.6537
"H2006WI02","House","WI",2,2006,-0.2576,"Democrat","Quite Urban",-13,190.94,0.043297224,0.036,0.363,0.044503428,0.869069776,0,0,0.6235,0.3666
"H2006WI03","House","WI",3,2006,-0.2966,"Democrat","Quite Rural",-3,49.42,0.00830688,0.017,0.23,0.012445176,0.950827256,0,0,0.5188,0.4349
"H2006WI04","House","WI",4,2006,-0.4302,"Democrat","Extremely Urban",-20,5991.58,0.36699748,0.032,0.208,0.142911315,0.493477182,0,0,0.7001,0.2816
"H2006WI05","House","WI",5,2006,0.2603,"Republican","Extremely Urban",12,526.58,0.022068962,0.028,0.391,0.028117683,0.917775207,0,0,0.364,0.6657
"H2006WI06","House","WI",6,2006,1,"Republican","",5,118.85,0.012691647,0.02,0.192,0.029440261,0.92973385,0,1,0.4294,0.6703
"H2006WI07","House","WI",7,2006,-0.2709,"Democrat","Quite Rural",-2,35.69,0.004792435,0.019,0.194,0.010911902,0.944782206,0,0,0.507,0
"H2006WI08","House","WI",8,2006,-0.0238,"Open Seat","",0,68.83,0.011007433,0.019,0.221,0.029781312,0.90993351,0,0,0.446,0.7013
"H2006WV01","House","WV",1,2006,-0.2886,"Democrat","",6,95.85,0.02094138,0.01,0.187,0.005573485,0.950610558,0,0,0.4183,0.3222
"H2006WV02","House","WV",2,2006,0.144,"Republican","Quite Rural",5,71.19,0.044204332,0.008,0.19,0.011285607,0.928214245,0,0,0.4267,0.5746
"H2006WV03","House","WV",3,2006,-0.3836,"Democrat","Quite Rural",0,64.67,0.043951917,0.005,0.139,0.0052,0.939730665,0,0,0.464,0.348
"H2006WY00","House","WY",0,2006,0.0053,"Republican","",19,5.09,0.010075422,0.005611788,0.236,0.068450324,0.879282805,0,0,0.2969,0.5527
"H2008AK00","House","AK",0,2008,0.0517,"Republican","",14,1.1,0.055316012,0.040061761,0.27,0.059148438,0.682767432,0,0,0.3677,0.5676
"H2008AL01","House","AL",1,2008,1,"Republican","",12,100.57,0.280281126,0.017,0.205,0.019997906,0.684177939,0,1,0.3523,0.681
"H2008AL02","House","AL",2,2008,-0.0062,"Open Seat","Quite Rural",13,60.5,0.314378351,0.011,0.193,0.020728182,0.656590969,0,0,0.3303,0.6947
"H2008AL03","House","AL",3,2008,0.0819,"Republican","",4,81.1,0.332131863,0.011,0.195,0.016249795,0.6481111,0,0,0.4141,0.5944
"H2008AL04","House","AL",4,2008,0.4965,"Republican","Extremely Rural",16,75.88,0.053978488,0.005,0.131,0.050658725,0.884417854,0,0,0.2827,0.7018
"H2008AL05","House","AL",5,2008,-0.0358,"Open Seat","",6,141.62,0.188301533,0.018,0.267,0.029702045,0.753765343,0,0,0.3977,0
"H2008AL06","House","AL",6,2008,1,"Republican","",25,139.19,0.122116208,0.017,0.336,0.030228507,0.821075092,0,1,0.2187,0.9832
"H2008AL07","House","AL",7,2008,-1,"Democrat","Quite Urban",-17,73.28,0.637183666,0.008,0.171,0.019608269,0.361327319,1,0,0.6453,0
"H2008AR01","House","AR",1,2008,-1,"Democrat","Quite Rural",-1,38.97,0.172045857,0.004,0.137,0.020659573,0.811652882,1,0,0.477,0.3085
"H2008AR02","House","AR",2,2008,-1,"Democrat","",0,112.47,0.214526013,0.014,0.258,0.038513258,0.736258319,1,0,0.4805,0.3946
"H2008AR03","House","AR",3,2008,1,"Republican","",6,79.24,0.029431116,0.025,0.213,0.106932312,0.830021005,0,1,0.3694,0.6209
"H2008AR04","House","AR",4,2008,-1,"Democrat","Quite Rural",0,32.49,0.247687191,0.008,0.15,0.039445266,0.714589177,1,0,0.4805,0.2525
"H2008AZ01","House","AZ",1,2008,-0.1645,"Open Seat","",2,10.94,0.021329338,0.015,0.192,0.188037932,0.621798128,0,0,0.4581,0.5152
"H2008AZ02","House","AZ",2,2008,0.2228,"Republican","Extremely Urban",9,31.72,0.039393805,0.029,0.219,0.206737936,0.742926942,0,0,0.3818,0.5819
"H2008AZ03","House","AZ",3,2008,0.1201,"Republican","Extremely Urban",6,1071.7,0.039238296,0.04,0.339,0.20361802,0.748494766,0,0,0.4175,0.5846
"H2008AZ04","House","AZ",4,2008,-0.5086,"Democrat","Extremely Urban",-14,3216.29,0.080652505,0.026,0.136,0.669078231,0.274527474,0,0,0.6202,0.2415
"H2008AZ05","House","AZ",5,2008,-0.0959,"Democrat","Extremely Urban",4,456.21,0.040200971,0.049,0.436,0.175855219,0.740782242,0,0,0.4558,0.4635
"H2008AZ06","House","AZ",6,2008,0.2787,"Republican","Extremely Urban",12,886.25,0.036389213,0.041,0.285,0.205648482,0.736793792,0,0,0.3533,0.7408
"H2008AZ07","House","AZ",7,2008,-0.3047,"Democrat","Quite Urban",-10,28.04,0.042008772,0.022,0.153,0.548917472,0.386600329,0,0,0.5698,0.3571
"H2008AZ08","House","AZ",8,2008,-0.119,"Democrat","Extremely Urban",1,71.21,0.045183428,0.037,0.341,0.209147453,0.726727366,0,0,0.4677,0.4222
"H2008CA01","House","CA",1,2008,-0.4474,"Democrat","Quite Urban",-10,58.07,0.024710979,0.066,0.284,0.216960818,0.674366503,0,0,0.6088,0.2898
"H2008CA02","House","CA",2,2008,0.1578,"Republican","",13,29.37,0.019788817,0.054,0.204,0.17255947,0.746361488,0,0,0.3708,0.6418
"H2008CA03","House","CA",3,2008,0.0556,"Republican","Extremely Urban",7,189.4,0.069454014,0.117,0.29,0.14933598,0.662353175,0,0,0.412,0.5948
"H2008CA04","House","CA",4,2008,0.0048,"Open Seat","",11,38.84,0.01970686,0.053,0.296,0.110728107,0.808731579,0,0,0.3789,0.4905
"H2008CA05","House","CA",5,2008,-0.5347,"Democrat","Extremely Urban",-14,4346.95,0.159651846,0.181,0.254,0.252009898,0.41000505,0,0,0.6171,0.2352
"H2008CA06","House","CA",6,2008,-0.4763,"Democrat","Extremely Urban",-21,393.39,0.029778326,0.065,0.405,0.192027181,0.725494588,0,0,0.7143,0.2611
"H2008CA07","House","CA",7,2008,-0.5103,"Democrat","Extremely Urban",-19,1830.99,0.158322513,0.176,0.255,0.270198107,0.393534886,0,0,0.6784,0
"H2008CA08","House","CA",8,2008,-1,"Democrat","Extremely Urban",-36,18063.54,0.081978954,0.311,0.501,0.15387243,0.441408129,1,0,0.8575,0.1072
"H2008CA09","House","CA",9,2008,-0.7636,"Democrat","Extremely Urban",-38,4830.96,0.229295731,0.188,0.426,0.219966471,0.378149701,0,0,0.8724,0.1073
"H2008CA10","House","CA",10,2008,-0.3399,"Democrat","Extremely Urban",-9,630.69,0.097123951,0.154,0.394,0.200166568,0.570799901,0,0,0.5914,0.3354
"H2008CA11","House","CA",11,2008,-0.1055,"Democrat","Extremely Urban",3,280.69,0.062095217,0.16,0.322,0.24805069,0.548336764,0,0,0.4564,0.4673
"H2008CA12","House","CA",12,2008,-0.5665,"Democrat","Extremely Urban",-22,5464.63,0.027603807,0.356,0.463,0.171034276,0.430278342,0,0,0.7243,0.2395
"H2008CA13","House","CA",13,2008,-0.5286,"Open Seat","Extremely Urban",-22,2888.01,0.090413384,0.383,0.369,0.232145041,0.298207897,0,0,0.7172,0.2511
"H2008CA14","House","CA",14,2008,-0.4755,"Democrat","Extremely Urban",-18,774.04,0.036379475,0.228,0.57,0.181496575,0.541422004,0,0,0.6939,0.2422
"H2008CA15","House","CA",15,2008,-0.484,"Open Seat","Extremely Urban",-14,2232.78,0.029164057,0.378,0.466,0.193220019,0.40072485,0,0,0.6367,0.2767
"H2008CA16","House","CA",16,2008,-0.4728,"Democrat","Extremely Urban",-16,2779.97,0.039465122,0.301,0.321,0.397289306,0.289430425,0,0,0.6412,0.2729
"H2008CA17","House","CA",17,2008,-0.4806,"Democrat","Extremely Urban",-17,132.59,0.029947376,0.067,0.263,0.478632867,0.448897036,0,0,0.6652,0.2293
"H2008CA18","House","CA",18,2008,-1,"Democrat","Extremely Urban",-3,209.38,0.06966345,0.1,0.107,0.507737041,0.347023736,1,0,0.4988,0.3452
"H2008CA19","House","CA",19,2008,1,"Republican","Quite Urban",10,95.5,0.049478903,0.067,0.216,0.34591791,0.553262718,0,1,0.3825,0.6058
"H2008CA20","House","CA",20,2008,-0.4866,"Democrat","Extremely Urban",-5,128.27,0.068714976,0.055,0.074,0.678362489,0.203089547,0,0,0.5109,0
"H2008CA21","House","CA",21,2008,0.3678,"Republican","Quite Urban",13,79.63,0.029594986,0.074,0.176,0.490739137,0.430815701,0,0,0.3399,0.6674
"H2008CA22","House","CA",22,2008,1,"Republican","Quite Urban",16,61.35,0.071598038,0.051,0.204,0.300792158,0.59044636,0,1,0.3132,0.707
"H2008CA23","House","CA",23,2008,-0.3614,"Democrat","Extremely Urban",-9,613.57,0.026393566,0.068,0.278,0.452834994,0.470783395,0,0,0.5914,0.3482
"H2008CA24","House","CA",24,2008,0.163,"Republican","Extremely Urban",5,164.58,0.022270486,0.069,0.343,0.272810817,0.642332221,0,0,0.436,0.6202
"H2008CA25","House","CA",25,2008,0.1546,"Republican","Extremely Urban",7,29.75,0.111124218,0.067,0.212,0.376270294,0.467512815,0,0,0.4042,0.5995
"H2008CA26","House","CA",26,2008,0.122,"Republican","Extremely Urban",4,849.96,0.051762324,0.195,0.367,0.297923625,0.462611044,0,0,0.442,0.5695
"H2008CA27","House","CA",27,2008,-0.4368,"Democrat","Extremely Urban",-13,4239.39,0.053521775,0.14,0.296,0.421704054,0.419994827,0,0,0.6018,0.3123
"H2008CA28","House","CA",28,2008,-1,"Democrat","Extremely Urban",-25,8279.4,0.04193075,0.084,0.275,0.580457091,0.346194158,1,0,0.7181,0.1909
"H2008CA29","House","CA",29,2008,-0.4217,"Democrat","Extremely Urban",-12,6302.64,0.059751239,0.275,0.385,0.250770241,0.416481035,0,0,0.6211,0.2742
"H2008CA30","House","CA",30,2008,-1,"Democrat","Extremely Urban",-20,2238.33,0.036151592,0.11,0.597,0.094209872,0.730673677,1,0,0.6688,0.264
"H2008CA31","House","CA",31,2008,-1,"Democrat","Extremely Urban",-30,16232.87,0.051435672,0.149,0.2,0.688663363,0.135905727,1,0,0.781,0
"H2008CA32","House","CA",32,2008,-1,"Democrat","Extremely Urban",-17,6957.94,0.029861145,0.218,0.17,0.638989091,0.124742539,1,0,0.6299,0
"H2008CA33","House","CA",33,2008,-0.7514,"Democrat","Extremely Urban",-36,13272.86,0.283664167,0.126,0.331,0.364884943,0.242620281,0,0,0.8388,0
"H2008CA34","House","CA",34,2008,-0.5418,"Democrat","Extremely Urban",-23,10962.06,0.044597954,0.066,0.117,0.806850076,0.10771696,0,0,0.6978,0.232
"H2008CA35","House","CA",35,2008,-0.6934,"Democrat","Extremely Urban",-33,11533.8,0.307737052,0.067,0.17,0.533024907,0.108687577,0,0,0.798,0
"H2008CA36","House","CA",36,2008,-0.3728,"Democrat","Extremely Urban",-11,8535.96,0.052915037,0.186,0.432,0.325657427,0.475854533,0,0,0.5982,0.3194
"H2008CA37","House","CA",37,2008,-1,"Democrat","Extremely Urban",-27,8569.16,0.246353716,0.124,0.192,0.477568984,0.170162141,1,0,0.745,0
"H2008CA38","House","CA",38,2008,-1,"Democrat","Extremely Urban",-20,6151.58,0.036228854,0.107,0.15,0.753751338,0.114049882,1,0,0.6603,0.2467
"H2008CA39","House","CA",39,2008,-0.3934,"Democrat","Extremely Urban",-13,9860.95,0.057119537,0.118,0.169,0.65355134,0.188329889,0,0,0.5924,0.3413
"H2008CA40","House","CA",40,2008,0.251,"Republican","Extremely Urban",8,6387.69,0.035088606,0.221,0.312,0.348601609,0.432372031,0,0,0.3898,0.6676
"H2008CA41","House","CA",41,2008,0.233,"Republican","Extremely Urban",9,48,0.068865404,0.058,0.2,0.330560684,0.563663295,0,0,0.374,0.6691
"H2008CA42","House","CA",42,2008,0.2032,"Republican","Extremely Urban",10,2036.74,0.03149436,0.207,0.387,0.288699627,0.477960102,0,0,0.3729,1
"H2008CA43","House","CA",43,2008,-0.3828,"Democrat","Extremely Urban",-13,3348.11,0.122449189,0.04,0.115,0.655749202,0.179781062,0,0,0.5883,0.3551
"H2008CA44","House","CA",44,2008,0.0238,"Republican","Extremely Urban",6,1223.93,0.066681035,0.076,0.258,0.419415712,0.44664342,0,0,0.4036,0.5998
"H2008CA45","House","CA",45,2008,0.1658,"Republican","Extremely Urban",3,106.87,0.071415126,0.058,0.211,0.44271341,0.476331147,0,0,0.4346,0.6066
"H2008CA46","House","CA",46,2008,0.0944,"Republican","Extremely Urban",6,2424.09,0.02043153,0.199,0.405,0.182450876,0.592526418,0,0,0.4224,0.5956
"H2008CA47","House","CA",47,2008,-0.4406,"Democrat","Extremely Urban",-5,11683.49,0.01556638,0.145,0.135,0.697188675,0.154521336,0,0,0.4928,0.3767
"H2008CA48","House","CA",48,2008,0.1494,"Republican","Extremely Urban",8,3011.01,0.01957264,0.194,0.526,0.177687734,0.611053442,0,0,0.4089,0.5991
"H2008CA49","House","CA",49,2008,0.2085,"Republican","Extremely Urban",10,378.06,0.056575596,0.075,0.231,0.346287608,0.53367278,0,0,0.3682,0.633
"H2008CA50","House","CA",50,2008,0.0506,"Republican","Extremely Urban",5,2128.45,0.02510814,0.147,0.454,0.222007662,0.623477284,0,0,0.4427,0.5314
"H2008CA51","House","CA",51,2008,-0.4854,"Democrat","Extremely Urban",-7,139.47,0.08994697,0.134,0.182,0.600534499,0.180470646,0,0,0.5385,0.3015
"H2008CA52","House","CA",52,2008,0.1742,"Open Seat","Extremely Urban",9,302.42,0.052153468,0.097,0.323,0.19085528,0.678714125,0,0,0.3806,0.6464
"H2008CA53","House","CA",53,2008,-0.4104,"Democrat","Extremely Urban",-12,6731.48,0.074357815,0.107,0.391,0.300817668,0.528250593,0,0,0.6192,0.3
"H2008CO01","House","CO",1,2008,-0.4816,"Democrat","Extremely Urban",-18,3586.23,0.104855433,0.038,0.397,0.332643032,0.595864495,0,0,0.689,0
"H2008CO02","House","CO",2,2008,-0.2874,"Open Seat","Extremely Urban",-8,109.43,0.015485151,0.05,0.417,0.185762987,0.762673279,0,0,0.587,0.3004
"H2008CO03","House","CO",3,2008,-0.2322,"Democrat","",6,11.39,0.013735731,0.011,0.267,0.226740733,0.750306579,0,0,0.4424,0.3692
"H2008CO04","House","CO",4,2008,-0.124,"Republican","Quite Urban",9,19.89,0.015215676,0.017,0.32,0.193782091,0.788482777,0,0,0.4156,0.4591
"H2008CO05","House","CO",5,2008,0.2299,"Republican","Extremely Urban",16,79.72,0.071542613,0.037,0.331,0.131953597,0.769415861,0,0,0.33,0.5932
"H2008CO06","House","CO",6,2008,0.2134,"Open Seat","Extremely Urban",10,149.73,0.035384197,0.047,0.488,0.086463228,0.842510344,0,0,0.3933,0.5882
"H2008CO07","House","CO",7,2008,-0.2696,"Democrat","Extremely Urban",-2,488.36,0.076610133,0.035,0.275,0.269444257,0.642663889,0,0,0.5162,0.4219
"H2008CT01","House","CT",1,2008,-0.4555,"Democrat","Extremely Urban",-14,1043.07,0.150278464,0.044,0.321,0.140483782,0.685932673,0,0,0.6067,0.2554
"H2008CT02","House","CT",2,2008,-0.333,"Democrat","",-8,335.84,0.050244376,0.03,0.326,0.055063739,0.861588294,0,0,0.5494,0.4998
"H2008CT03","House","CT",3,2008,-0.577,"Democrat","Extremely Urban",-12,1483.42,0.138416141,0.043,0.321,0.106794953,0.72545943,0,0,0.5749,0.221
"H2008CT04","House","CT",4,2008,-0.0376,"Republican","Extremely Urban",-5,1490.6,0.119972706,0.046,0.459,0.154032588,0.66481551,0,0,0.5309,0.5087
"H2008CT05","House","CT",5,2008,-0.2029,"Democrat","Extremely Urban",-4,545.94,0.072856531,0.033,0.336,0.133198589,0.76631753,0,0,0.5018,0.4383
"H2008DE00","House","DE",0,2008,0.2309,"Open Seat","Quite Urban",-7,401.11,0.216979176,0.020749107,0.277,0.066308461,0.690056908,0,0,0.5383,0.5717
"H2008FL01","House","FL",1,2008,0.4036,"Republican","Quite Urban",19,137.73,0.157228768,0.034,0.227,0.042260159,0.769896082,0,0,0.2772,0.6854
"H2008FL02","House","FL",2,2008,-0.238,"Democrat","",2,67.83,0.224258751,0.019,0.253,0.044588439,0.704278873,0,0,0.4579,0
"H2008FL03","House","FL",3,2008,-1,"Democrat","Extremely Urban",-16,355.9,0.5348984,0.021,0.149,0.10225527,0.371728952,1,0,0.6494,0
"H2008FL04","House","FL",4,2008,0.305,"Republican","Quite Urban",16,155.25,0.149743706,0.043,0.272,0.061832961,0.741257553,0,0,0.3063,0.6967
"H2008FL05","House","FL",5,2008,0.223,"Republican","",5,158.08,0.06593816,0.019,0.193,0.10374561,0.824510303,0,0,0.4145,0.5985
"H2008FL06","House","FL",6,2008,0.2178,"Republican","Quite Urban",8,219.57,0.143944025,0.034,0.243,0.075448744,0.740243626,0,0,0.3903,0.5988
"H2008FL07","House","FL",7,2008,0.24,"Republican","Extremely Urban",3,355.74,0.101114333,0.029,0.283,0.103856653,0.775315687,0,0,0.4317,0.6308
"H2008FL08","House","FL",8,2008,-0.0402,"Republican","Extremely Urban",3,647.91,0.111574486,0.048,0.297,0.225774109,0.60413676,0,0,0.4534,0.5279
